Threshold,TPR,FPR,Threshold_Label,AUC,difference
0,0,0,NA,0.698,0
0,0.00325264750378215,0.0018910741301059,0,0.698,0.0013615733736762501
2000,0.058018154311649,0.0440242057488654,NA,0.698,0.013993948562783604
4000,0.141527987897126,0.0844931921331316,NA,0.698,0.05703479576399441
6000,0.244024205748865,0.130635400907716,NA,0.698,0.113388804841149
8000,0.363313161875946,0.177080181543116,NA,0.698,0.18623298033282998
10000,0.484417549167927,0.228517397881997,10,0.698,0.25590015128593
12000,0.575416036308623,0.280332829046899,NA,0.698,0.29508320726172405
14000,0.636989409984871,0.333509833585477,NA,0.698,0.303479576399394
16000,0.697957639939486,0.386006051437216,NA,0.698,0.31195158850227
18000,0.741906202723147,0.43714069591528,NA,0.698,0.304765506807867
20000,0.790922844175492,0.48963691376702,20,0.698,0.30128593040847196
22000,0.833509833585477,0.541301059001513,NA,0.698,0.292208774583964
24000,0.869137670196672,0.587972768532526,NA,0.698,0.281164901664146
26000,0.89606656580938,0.636308623298033,NA,0.698,0.2597579425113471
28000,0.917473524962178,0.679727685325265,NA,0.698,0.2377458396369131
30000,0.931013615733737,0.720574886535552,30,0.698,0.21043872919818496
32000,0.94803328290469,0.754614220877458,NA,0.698,0.19341906202723202
34000,0.968003025718608,0.782829046898638,NA,0.698,0.18517397881997
36000,0.980408472012103,0.808245083207262,NA,0.698,0.17216338880484106
38000,0.986913767019667,0.831467473524962,NA,0.698,0.15544629349470507
40000,0.992208774583964,0.850605143721634,NA,0.698,0.14160363086232997
42000,0.995990922844175,0.865809379727685,NA,0.698,0.13018154311649
44000,0.997352496217852,0.879122541603631,NA,0.698,0.11822995461422103
46000,0.997655068078669,0.891301059001513,NA,0.698,0.10635400907715598
48000,0.997881996974281,0.904236006051437,NA,0.698,0.09364599092284409
50000,0.997957639939486,0.914447806354009,NA,0.698,0.08350983358547703
52000,0.998487140695915,0.92231467473525,NA,0.698,0.07617246596066507
54000,0.999016641452345,0.930635400907716,NA,0.698,0.06838124054462902
56000,0.999016641452345,0.937216338880484,NA,0.698,0.06180030257186109
58000,0.999016641452345,0.943872919818457,NA,0.698,0.05514372163388803
60000,0.999243570347958,0.949924357034796,NA,0.698,0.049319213313161914
62000,0.999243570347958,0.954689863842663,NA,0.698,0.044553706505295
64000,0.999243570347958,0.958547655068079,NA,0.698,0.040695915279878925
66000,0.999243570347958,0.961497730711044,NA,0.698,0.037745839636913914
68000,0.999243570347958,0.965582450832073,NA,0.698,0.03366111951588502
70000,0.999243570347958,0.97019667170953106,NA,0.698,0.02904689863842691
72000,0.999621785173979,0.973373676248109,NA,0.698,0.02624810892587004
74000,0.999621785173979,0.975945537065053,NA,0.698,0.02367624810892599
76000,0.999621785173979,0.978139183055976,NA,0.698,0.021482602118003014
78000,0.999621785173979,0.981089258698941,NA,0.698,0.018532526475038003
80000,0.999621785173979,0.983282904689864,NA,0.698,0.016338880484115026
82000,0.999621785173979,0.985476550680787,NA,0.698,0.01414523449319205
84000,0.999621785173979,0.987216338880484,NA,0.698,0.012405446293495048
86000,0.999621785173979,0.989258698940998,NA,0.698,0.01036308623298099
88000,0.999924357034796,0.991149773071104,NA,0.698,0.008774583963692018
90000,1,0.99304084720121,NA,0.698,0.006959152798790003
92000,1,0.994931921331316,NA,0.698,0.005068078668683973
94000,1,0.995763993948563,NA,0.698,0.004236006051437036
96000,1,0.996822995461422,NA,0.698,0.0031770045385780543
