Threshold,TPR,FPR,Threshold_Label,AUC,difference
0,0,0,NA,0.378,0
0,7.5642965204236e-5,2.269288956127e-4,0,0.378,-1.51285930408464e-4
2000,6.0514372163388e-4,0.00998487140695915,NA,0.378,-0.00937972768532527
4000,6.8078668683812e-4,0.0186081694402421,NA,0.378,-0.01792738275340398
6000,0.00121028744326778,0.0270801815431165,NA,0.378,-0.02586989409984872
8000,0.00121028744326778,0.036232980332829,NA,0.378,-0.03502269288956122
10000,0.00128593040847201,0.044856278366112,10,0.378,-0.04357034795763999
12000,0.00136157337367625,0.0520423600605144,NA,0.378,-0.050680786686838154
14000,0.00136157337367625,0.0600605143721634,NA,0.378,-0.05869894099848715
16000,0.00363086232980333,0.0677760968229955,NA,0.378,-0.06414523449319216
18000,0.00537065052950076,0.0736762481089259,NA,0.378,-0.06830559757942514
20000,0.00703479576399395,0.0784417549167927,20,0.378,-0.07140695915279875
22000,0.00726172465960666,0.0822995461422088,NA,0.378,-0.07503782148260214
24000,0.00816944024205749,0.0860816944024206,NA,0.378,-0.07791225416036311
26000,0.00869894099848714,0.0916036308623298,NA,0.378,-0.08290468986384265
28000,0.0108169440242057,0.098411497730711,NA,0.378,-0.0875945537065053
30000,0.013464447806354,0.103479576399395,30,0.378,-0.090015128593041
32000,0.0158093797276853,0.108245083207262,NA,0.378,-0.0924357034795767
34000,0.016338880484115,0.112708018154312,NA,0.378,-0.096369137670197
36000,0.016338880484115,0.117549167927383,NA,0.378,-0.101210287443268
38000,0.0164145234493192,0.123146747352496,NA,0.378,-0.1067322239031768
40000,0.0164901664145235,0.128517397881997,NA,0.378,-0.11202723146747351
42000,0.0164901664145235,0.134341906202723,NA,0.378,-0.11785173978819949
44000,0.0166414523449319,0.13963691376702,NA,0.378,-0.1229954614220881
46000,0.0166414523449319,0.144856278366112,NA,0.378,-0.12821482602118012
48000,0.0166414523449319,0.150151285930408,NA,0.378,-0.1335098335854761
50000,0.0167170953101362,0.154765506807867,NA,0.378,-0.13804841149773078
52000,0.0167170953101362,0.159757942511346,NA,0.378,-0.1430408472012098
54000,0.0167927382753404,0.164296520423601,NA,0.378,-0.1475037821482606
56000,0.0169440242057489,0.168154311649017,NA,0.378,-0.15121028744326812
58000,0.0174735249621785,0.172617246596067,NA,0.378,-0.1551437216338885
60000,0.0198940998487141,0.177004538577912,NA,0.378,-0.15711043872919792
62000,0.0202723146747352,0.1821482602118,NA,0.378,-0.1618759455370648
64000,0.0211800302571861,0.186232980332829,NA,0.378,-0.1650529500756429
66000,0.0223146747352496,0.190242057488654,NA,0.378,-0.1679273827534044
68000,0.0242813918305598,0.195385779122542,NA,0.378,-0.1711043872919822
70000,0.0254916792738275,0.199773071104387,NA,0.378,-0.1742813918305595
72000,0.025642965204236,0.205143721633888,NA,0.378,-0.179500756429652
74000,0.0276096822995461,0.210211800302572,NA,0.378,-0.1826021180030259
76000,0.028517397881997,0.214977307110439,NA,0.378,-0.186459909228442
78000,0.0289712556732224,0.219969742813918,NA,0.378,-0.19099848714069562
