Threshold,TPR,FPR,Threshold_Label,AUC,difference
0,0,0,NA,0.894,0
0,0.892889561,0.167019667,0,0.894,0.725869894
2000,0.969667171,0.249394856,NA,0.894,0.720272315
4000,0.977458396,0.323903177,NA,0.894,0.653555219
6000,0.982072617,0.38623298,NA,0.894,0.5958396370000001
8000,0.983509834,0.444629349,NA,0.894,0.538880485
10000,0.98494705,0.497579425,10,0.894,0.487367625
12000,0.98623298,0.548260212,NA,0.894,0.43797276800000007
14000,0.986838124,0.596293495,NA,0.894,0.3905446290000001
16000,0.987972769,0.63827534,NA,0.894,0.349697429
18000,0.990922844,0.67473525,NA,0.894,0.31618759399999996
20000,0.994931921,0.711195159,20,0.894,0.2837367620000001
22000,0.995083207,0.739409985,NA,0.894,0.255673222
24000,0.995763994,0.766490166,NA,0.894,0.22927382800000007
26000,0.996822995,0.791754917,NA,0.894,0.20506807800000004
28000,0.997428139,0.814220877,NA,0.894,0.18320726200000004
30000,0.997503782,0.832223903,30,0.894,0.16527987899999996
32000,0.997579425,0.850151286,NA,0.894,0.14742813899999996
34000,0.997579425,0.865582451,NA,0.894,0.131996974
36000,0.99795764,0.878593041,NA,0.894,0.11936459899999996
38000,0.998033283,0.891149773,NA,0.894,0.10688351000000007
40000,0.998335855,0.90279879,NA,0.894,0.09553706500000003
42000,0.998335855,0.911270802,NA,0.894,0.087065053
44000,0.998335855,0.918532526,NA,0.894,0.07980332899999998
46000,0.998335855,0.92526475,NA,0.894,0.07307110500000003
48000,0.998335855,0.931467474,NA,0.894,0.06686838100000003
50000,0.998335855,0.936611195,NA,0.894,0.06172465999999999
52000,0.998335855,0.941452345,NA,0.894,0.056883510000000026
54000,0.998487141,0.945537065,NA,0.894,0.05295007600000001
56000,0.998562784,0.949167927,NA,0.894,0.049394857000000014
58000,0.998562784,0.952118003,NA,0.894,0.046444780999999935
60000,0.998562784,0.955143722,NA,0.894,0.04341906200000001
62000,0.998562784,0.957639939,NA,0.894,0.040922844999999985
64000,0.998562784,0.960438729,NA,0.894,0.038124054999999935
66000,0.998562784,0.961573374,NA,0.894,0.03698941
68000,0.998562784,0.963993949,NA,0.894,0.034568834999999964
70000,0.998562784,0.96633888,NA,0.894,0.03222390399999997
72000,0.998940998,0.968456884,NA,0.894,0.030484114000000062
74000,0.998940998,0.970574887,NA,0.894,0.02836611099999997
76000,0.998940998,0.97193646,NA,0.894,0.027004538000000022
78000,0.998940998,0.973298033,NA,0.894,0.025642965000000073
80000,0.998940998,0.974508321,NA,0.894,0.02443267700000007
82000,0.998940998,0.975869894,NA,0.894,0.02307110400000001
84000,0.998940998,0.976701967,NA,0.894,0.02223903100000002
86000,0.999167927,0.977836611,NA,0.894,0.021331316000000045
88000,0.999394856,0.97934947,NA,0.894,0.020045385999999943
90000,0.999394856,0.980559758,NA,0.894,0.01883509800000005
92000,0.999848714,0.981694402,NA,0.894,0.01815431199999995
94000,1,0.98290469,NA,0.894,0.017095309999999975
96000,1,0.984039334,NA,0.894,0.015960666000000012
98000,1,0.985249622,NA,0.894,0.014750378000000008
100000,1,0.986157337,NA,0.894,0.013842663000000033
102000,1,0.987443268,NA,0.894,0.01255673199999996
104000,1,0.988350983,NA,0.894,0.011649016999999984
106000,1,0.989183056,NA,0.894,0.010816943999999995
108000,1,0.989712557,NA,0.894,0.010287442999999952
110000,1,0.990544629,NA,0.894,0.009455371000000046
112000,1,0.991603631,NA,0.894,0.008396368999999959
114000,1,0.992360061,NA,0.894,0.00763993900000004
