Threshold,TPR,FPR,Threshold_Label,AUC,difference
0,0,0,NA,0.527,0
0,2.269288956127e-4,0.00136157337367625,0,0.527,-0.0011346444780635499
2000,0.0145990922844175,0.0252647503782148,NA,0.527,-0.0106656580937973
4000,0.0315431164901664,0.048411497730711,NA,0.527,-0.016868381240544607
6000,0.0503025718608169,0.0670953101361573,NA,0.527,-0.016792738275340398
8000,0.068381240544629407,0.0851739788199697,NA,0.527,-0.016792738275340294
10000,0.0835854765506808,0.103328290468986,10,0.527,-0.019742813918305208
12000,0.100907715582451,0.122087745839637,NA,0.527,-0.021180030257185997
14000,0.118456883509834,0.138804841149773,NA,0.527,-0.02034795763993902
16000,0.13767019667171,0.153101361573374,NA,0.527,-0.015431164901664018
18000,0.169515885022693,0.165431164901664,NA,0.527,0.0040847201210289785
20000,0.204311649016641,0.177231467473525,20,0.527,0.027080181543116005
22000,0.217624810892587,0.190544629349471,NA,0.527,0.027080181543116005
24000,0.229122541603631,0.204538577912254,NA,0.527,0.024583963691376998
26000,0.242965204236006,0.220272314674735,NA,0.527,0.022692889561271024
28000,0.255597579425113,0.23464447806354,NA,0.527,0.020953101361573023
30000,0.273524962178517,0.248335854765507,30,0.527,0.025189107413010003
32000,0.289258698940998,0.262254160363086,NA,0.527,0.027004538577911963
34000,0.302647503782148,0.277382753403933,NA,0.527,0.025264750378215017
36000,0.318532526475038,0.289712556732224,NA,0.527,0.028819969742813978
38000,0.330862329803328,0.304084720121029,NA,0.527,0.02677760968229903
40000,0.34054462934947,0.317927382753404,NA,0.527,0.02261724659606601
42000,0.350983358547655,0.331164901664145,NA,0.527,0.019818456883510027
44000,0.366944024205749,0.346671709531014,NA,0.527,0.020272314674735004
46000,0.400983358547655,0.362178517397882,NA,0.527,0.038804841149773006
48000,0.4321482602118,0.375567322239032,NA,0.527,0.056580937972767975
50000,0.448184568835098,0.389788199697428,NA,0.527,0.05839636913766999
52000,0.458018154311649,0.405748865355522,NA,0.527,0.05226928895612698
54000,0.472692889561271,0.419364599092284,NA,0.527,0.05332829046898696
56000,0.496444780635401,0.433055975794251,NA,0.527,0.06338880484115
58000,0.523676248108926,0.447276853252647,NA,0.527,0.076399394856279
60000,0.545688350983359,0.462934947049924,NA,0.527,0.082753403933435
62000,0.561119515885023,0.477609682299546,NA,0.527,0.08350983358547698
64000,0.580862329803328,0.493116490166415,NA,0.527,0.08774583963691296
66000,0.589485627836611,0.506278366111952,NA,0.527,0.08320726172465898
68000,0.606278366111952,0.520423600605144,NA,0.527,0.08585476550680793
70000,0.616036308623298,0.534417549167927,NA,0.527,0.08161875945537089
72000,0.623978819969743,0.549848714069592,NA,0.527,0.07413010590015101
74000,0.632753403933434,0.564220877458396,NA,0.527,0.06853252647503805
76000,0.638804841149773,0.577609682299546,NA,0.527,0.06119515885022697
78000,0.644175491679274,0.589863842662632,NA,0.527,0.05431164901664198
80000,0.658547655068079,0.604765506807867,NA,0.527,0.05378214826021199
82000,0.668381240544629,0.61981845688351,NA,0.527,0.04856278366111899
84000,0.67874432677761,0.631089258698941,NA,0.527,0.04765506807866904
86000,0.685930408472012,0.643343419062027,NA,0.527,0.042586989409985065
88000,0.693494704992436,0.654614220877458,NA,0.527,0.03888048411497802
90000,0.700302571860817,0.668003025718608,NA,0.527,0.03229954614220898
92000,0.708018154311649,0.68071104387292,NA,0.527,0.02730711043872902
94000,0.716111951588502,0.691981845688351,NA,0.527,0.024130105900151078
96000,0.723903177004539,0.703857791225416,NA,0.527,0.02004538577912296
98000,0.731845688350983,0.716111951588502,NA,0.527,0.01573373676248091
100000,0.739863842662632,0.727609682299546,NA,0.527,0.01225416036308602
102000,0.745763993948563,0.739863842662632,NA,0.527,0.00590015128593091
104000,0.759379727685325,0.752118003025719,NA,0.527,0.007261724659606061
106000,0.775567322239032,0.761497730711044,NA,0.527,0.014069591527988035
108000,0.785854765506808,0.773298033282905,NA,0.527,0.012556732223902967
110000,0.796974281391831,0.78411497730711,NA,0.527,0.012859304084721024
112000,0.811649016641452,0.794629349470499,NA,0.527,0.017019667170952935
114000,0.823903177004539,0.803706505295008,NA,0.527,0.02019667170953099
116000,0.83517397881997,0.81338880484115,NA,0.527,0.02178517397882007
118000,0.847881996974281,0.822919818456884,NA,0.527,0.024962178517397016
120000,0.849848714069592,0.832375189107413,NA,0.527,0.01747352496217891
122000,0.854387291981846,0.841225416036309,NA,0.527,0.013161875945537083
124000,0.859455370650529,0.852118003025719,NA,0.527,0.007337367624809965
126000,0.872012102874433,0.861875945537065,NA,0.527,0.010136157337367946
128000,0.88570347957639906,0.872390317700454,NA,0.527,0.013313161875945001
130000,0.893721633888048,0.880786686838124,NA,0.527,0.01293494704992404
132000,0.90196671709531,0.887972768532526,NA,0.527,0.013993948562783909
134000,0.9178517397882,0.895612708018154,NA,0.527,0.022239031770046047
136000,0.924810892586989,0.903177004538578,NA,0.527,0.021633888048411043
138000,0.927912254160363,0.909606656580938,NA,0.527,0.01830559757942507
140000,0.933812405446294,0.915809379727685,NA,0.527,0.01800302571860901
142000,0.93714069591528,0.921709531013616,NA,0.527,0.015431164901664074
144000,0.938880484114977,0.927458396369138,NA,0.527,0.011422087745839082
146000,0.939258698940998,0.9321482602118,NA,0.527,0.007110438729198032
148000,0.940620272314675,0.936384266263238,NA,0.527,0.004236006051437036
150000,0.943797276853253,0.941679273827534,NA,0.527,0.002118003025718962
152000,0.945763993948563,0.944856278366112,NA,0.527,9.07715582451063e-4
154000,0.95,0.949243570347958,NA,0.527,7.564296520419234e-4
156000,0.952647503782148,0.952118003025719,NA,0.527,5.295007564289911e-4
158000,0.957564296520424,0.95590015128593,NA,0.527,0.0016641452344939855
160000,0.962405446293495,0.959001512859304,NA,0.527,0.0034039334341909866
162000,0.965052950075643,0.962708018154312,NA,0.527,0.002344931921331006
164000,0.968305597579425,0.966263237518911,NA,0.527,0.002042360060514059
166000,0.975642965204236,0.969137670196672,NA,0.527,0.006505295007564027
168000,0.983509833585477,0.972012102874433,NA,0.527,0.011497730711043985
170000,0.986762481089259,0.974432677760968,NA,0.527,0.012329803328291034
172000,0.989712556732224,0.9767776096823,NA,0.527,0.01293494704992404
174000,0.992965204236006,0.979652042360061,NA,0.527,0.013313161875945001
176000,0.996293494704992,0.98177004538577906,NA,0.527,0.0145234493192129
178000,0.997655068078669,0.984341906202723,NA,0.527,0.013313161875946
180000,0.999848714069592,0.986913767019667,NA,0.527,0.012934947049924927
182000,0.999848714069592,0.988350983358548,NA,0.527,0.011497730711043985
184000,0.999848714069592,0.98963691376702,NA,0.527,0.01021180030257196
186000,0.999848714069592,0.990620272314675,NA,0.527,0.009228441754916994
188000,0.999848714069592,0.991906202723147,NA,0.527,0.00794251134644497
190000,0.999848714069592,0.992662632375189,NA,0.527,0.007186081694402935
192000,0.999848714069592,0.993116490166415,NA,0.527,0.006732223903176959
194000,0.999848714069592,0.993872919818457,NA,0.527,0.005975794251134925
196000,0.999924357034796,0.994402420574886,NA,0.527,0.0055219364599099485
198000,1,0.995083207261725,NA,0.527,0.004916792738275055
200000,1,0.995839636913767,NA,0.527,0.004160363086233021
202000,1,0.996369137670197,NA,0.527,0.0036308623298030307
204000,1,0.996596066565809,NA,0.527,0.0034039334341909866
206000,1,0.997428139183056,NA,0.527,0.0025718608169440493
208000,1,0.99803328290469,NA,0.527,0.0019667170953100443
210000,1,0.998714069591528,NA,0.527,0.0012859304084720247
212000,1,0.998940998487141,NA,0.527,0.0010590015128589814
214000,1,0.999167927382753,NA,0.527,8.320726172470483e-4
216000,1,0.999319213313162,NA,0.527,6.807866868380197e-4
218000,1,0.99947049924357,NA,0.527,5.295007564299903e-4
220000,1,0.999621785173979,NA,0.527,3.782148260209617e-4
222000,1,0.999697428139183,NA,0.527,3.02571860816947e-4
224000,1,0.999773071104387,NA,0.527,2.269288956130433e-4
226000,1,0.999924357034796,NA,0.527,7.56429652040147e-5
228000,1,1,NA,0.527,0
230000,1,1,NA,0.527,0
232000,1,1,NA,0.527,0
234000,1,1,NA,0.527,0
236000,1,1,NA,0.527,0
238000,1,1,NA,0.527,0
240000,1,1,NA,0.527,0
242000,1,1,NA,0.527,0
244000,1,1,NA,0.527,0
246000,1,1,NA,0.527,0
248000,1,1,NA,0.527,0
250000,1,1,NA,0.527,0
252000,1,1,NA,0.527,0
254000,1,1,NA,0.527,0
256000,1,1,NA,0.527,0
258000,1,1,NA,0.527,0
260000,1,1,NA,0.527,0
262000,1,1,NA,0.527,0
264000,1,1,NA,0.527,0
266000,1,1,NA,0.527,0
268000,1,1,NA,0.527,0
270000,1,1,NA,0.527,0
