Threshold,TPR,FPR,Threshold_Label,AUC,difference
0,0,0,NA,0.494,0
0,0,1.5128593040847e-4,0,0.494,-1.5128593040847e-4
2000,2.269288956127e-4,0.00158850226928896,NA,0.494,-0.00136157337367626
4000,3.0257186081694e-4,0.0029500756429652,NA,0.494,-0.00264750378214826
6000,3.7821482602118e-4,0.00476550680786687,NA,0.494,-0.00438729198184569
8000,3.7821482602118e-4,0.00703479576399395,NA,0.494,-0.006656580937972769
10000,3.7821482602118e-4,0.00900151285930408,10,0.494,-0.0086232980332829
12000,4.5385779122541e-4,0.0103630862329803,NA,0.494,-0.00990922844175489
14000,4.5385779122541e-4,0.0127836611195159,NA,0.494,-0.01232980332829049
16000,6.0514372163388e-4,0.0154311649016641,NA,0.494,-0.01482602118003022
18000,6.0514372163388e-4,0.0185325264750378,NA,0.494,-0.01792738275340392
20000,9.8335854765506e-4,0.0206505295007564,20,0.494,-0.01966717095310134
22000,0.00113464447806354,0.022768532526475,NA,0.494,-0.02163388804841146
24000,0.00136157337367625,0.0252647503782148,NA,0.494,-0.023903177004538548
26000,0.00136157337367625,0.0283661119515885,NA,0.494,-0.027004538577912247
28000,0.00151285930408472,0.03267776096823,NA,0.494,-0.031164901664145282
30000,0.00166414523449319,0.0360060514372163,30,0.494,-0.034341906202723115
32000,0.00173978819969743,0.0388804841149773,NA,0.494,-0.03714069591527987
34000,0.00173978819969743,0.0422087745839637,NA,0.494,-0.04046898638426627
36000,0.00181543116490166,0.0444024205748865,NA,0.494,-0.042586989409984836
38000,0.00226928895612708,0.0472768532526475,NA,0.494,-0.04500756429652042
40000,0.0027231467473525,0.0499243570347958,NA,0.494,-0.0472012102874433
42000,0.0029500756429652,0.0534039334341906,NA,0.494,-0.0504538577912254
44000,0.00393343419062027,0.0563540090771558,NA,0.494,-0.05242057488653553
46000,0.00642965204236006,0.0600605143721634,NA,0.494,-0.05363086232980334
48000,0.00975794251134644,0.0645234493192133,NA,0.494,-0.05476550680786686
50000,0.013464447806354,0.0692889561270802,NA,0.494,-0.055824508320726204
52000,0.014750378214826,0.0725416036308623,NA,0.494,-0.057791225416036304
54000,0.0166414523449319,0.0763993948562784,NA,0.494,-0.0597579425113465
56000,0.0174735249621785,0.0797276853252648,NA,0.494,-0.06225416036308629
58000,0.0181543116490166,0.0846444780635401,NA,0.494,-0.0664901664145235
60000,0.0183055975794251,0.0881240544629349,NA,0.494,-0.06981845688350981
62000,0.0183812405446293,0.091679273827534,NA,0.494,-0.07329803328290471
64000,0.0186081694402421,0.0950832072617247,NA,0.494,-0.0764750378214826
66000,0.0187594553706505,0.0992435703479576,NA,0.494,-0.08048411497730709
68000,0.0197428139183056,0.104311649016641,NA,0.494,-0.0845688350983354
70000,0.0201210287443268,0.10945537065053,NA,0.494,-0.08933434190620321
72000,0.0201210287443268,0.113540090771558,NA,0.494,-0.09341906202723119
74000,0.0208018154311649,0.117019667170953,NA,0.494,-0.0962178517397881
76000,0.021482602118003,0.12231467473525,NA,0.494,-0.100832072617247
78000,0.0248108925869894,0.12821482602118,NA,0.494,-0.1034039334341906
80000,0.0282904689863843,0.133509833585477,NA,0.494,-0.1052193645990927
82000,0.0317700453857791,0.138275340393343,NA,0.494,-0.1065052950075639
84000,0.0366111951588502,0.142662632375189,NA,0.494,-0.1060514372163388
86000,0.0398638426626324,0.147957639939486,NA,0.494,-0.10809379727685359
88000,0.0462934947049924,0.153403933434191,NA,0.494,-0.1071104387291986
90000,0.0511346444780635,0.157866868381241,NA,0.494,-0.1067322239031775
92000,0.0544629349470499,0.162708018154312,NA,0.494,-0.10824508320726209
94000,0.0560514372163389,0.167170953101362,NA,0.494,-0.11111951588502311
96000,0.066036308623298,0.172163388804841,NA,0.494,-0.106127080181543
98000,0.0736006051437216,0.177004538577912,NA,0.494,-0.10340393343419041
100000,0.0757942511346445,0.181618759455371,NA,0.494,-0.10582450832072651
102000,0.0776853252647504,0.186686838124054,NA,0.494,-0.10900151285930361
104000,0.0832072617246596,0.191906202723147,NA,0.494,-0.10869894099848741
106000,0.0864599092284418,0.197276853252648,NA,0.494,-0.1108169440242062
108000,0.0904689863842663,0.202647503782148,NA,0.494,-0.11217851739788169
110000,0.106580937972769,0.207034795763994,NA,0.494,-0.100453857791225
112000,0.110968229954614,0.212178517397882,NA,0.494,-0.10121028744326799
114000,0.111724659606657,0.218608169440242,NA,0.494,-0.106883509833585
116000,0.114901664145234,0.224432677760968,NA,0.494,-0.109531013615734
118000,0.117246596066566,0.22874432677761,NA,0.494,-0.111497730711044
120000,0.12178517397882,0.235400907715582,NA,0.494,-0.11361573373676201
122000,0.131694402420575,0.241376701966717,NA,0.494,-0.109682299546142
124000,0.158169440242057,0.246822995461422,NA,0.494,-0.088653555219365
126000,0.159531013615734,0.251891074130106,NA,0.494,-0.09236006051437198
128000,0.161875945537065,0.258547655068079,NA,0.494,-0.09667170953101398
130000,0.169894099848714,0.264447806354009,NA,0.494,-0.09455370650529499
132000,0.175037821482602,0.26981845688351,NA,0.494,-0.09478063540090803
134000,0.184417549167927,0.274962178517398,NA,0.494,-0.09054462934947102
136000,0.193797276853253,0.280408472012103,NA,0.494,-0.08661119515885002
138000,0.199092284417549,0.286308623298033,NA,0.494,-0.08721633888048402
140000,0.206278366111952,0.292889561270802,NA,0.494,-0.08661119515885002
142000,0.214901664145234,0.299167927382753,NA,0.494,-0.08426626323751898
144000,0.22125567322239,0.305370650529501,NA,0.494,-0.08411497730711101
146000,0.231845688350983,0.31232980332829,NA,0.494,-0.08048411497730704
148000,0.238350983358548,0.317397881996974,NA,0.494,-0.07904689863842598
150000,0.241830559757943,0.323676248108926,NA,0.494,-0.08184568835098299
152000,0.245310136157337,0.329349470499244,NA,0.494,-0.08403933434190702
154000,0.249924357034796,0.336308623298033,NA,0.494,-0.086384266263237
156000,0.259455370650529,0.342662632375189,NA,0.494,-0.08320726172466003
158000,0.292057488653555,0.35052950075643,NA,0.494,-0.058472012102875004
160000,0.317549167927383,0.358547655068079,NA,0.494,-0.04099848714069598
162000,0.33071104387292,0.365506807866868,NA,0.494,-0.034795763993948015
164000,0.341830559757943,0.373676248108926,NA,0.494,-0.031845688350983004
