Threshold,TPR,FPR,Threshold_Label,AUC,difference
0,0,0,NA,0.352,0
0,5.2950075642965e-4,0.00128593040847201,0,0.352,-7.5642965204236e-4
2000,0.0193645990922844,0.0205748865355522,NA,0.352,-0.0012102874432678018
4000,0.0316944024205749,0.0434947049924357,NA,0.352,-0.0118003025718608
6000,0.0384266263237519,0.0694402420574887,NA,0.352,-0.031013615733736795
8000,0.0464447806354009,0.0940998487140696,NA,0.352,-0.0476550680786687
10000,0.0609682299546142,0.119591527987897,10,0.352,-0.058623298033282804
12000,0.0739788199697428,0.147276853252647,NA,0.352,-0.0732980332829042
14000,0.0867624810892587,0.177155824508321,NA,0.352,-0.09039334341906231
16000,0.0975794251134644,0.205748865355522,NA,0.352,-0.1081694402420576
18000,0.116187594553707,0.23464447806354,NA,0.352,-0.118456883509833
20000,0.137367624810893,0.263313161875946,20,0.352,-0.125945537065053
22000,0.164901664145234,0.293872919818457,NA,0.352,-0.12897125567322298
24000,0.178290468986384,0.328139183055976,NA,0.352,-0.149848714069592
26000,0.193419062027231,0.358169440242057,NA,0.352,-0.164750378214826
28000,0.213767019667171,0.388956127080182,NA,0.352,-0.17518910741301102
30000,0.231543116490166,0.418305597579425,30,0.352,-0.18676248108925897
32000,0.251739788199697,0.446142208774584,NA,0.352,-0.194402420574887
34000,0.269667170953101,0.473298033282905,NA,0.352,-0.20363086232980399
36000,0.298562783661119,0.501512859304085,NA,0.352,-0.20295007564296597
38000,0.319969742813918,0.527609682299546,NA,0.352,-0.20763993948562798
40000,0.346747352496218,0.551588502269289,NA,0.352,-0.204841149773071
42000,0.388426626323752,0.574583963691377,NA,0.352,-0.18615733736762496
44000,0.410136157337368,0.597881996974281,NA,0.352,-0.187745839636913
46000,0.424432677760968,0.620877458396369,NA,0.352,-0.196444780635401
48000,0.431845688350983,0.641830559757943,NA,0.352,-0.20998487140695998
50000,0.43910741301059,0.66036308623298,NA,0.352,-0.22125567322239004
52000,0.446596066565809,0.679046898638427,NA,0.352,-0.23245083207261802
54000,0.462178517397882,0.695763993948563,NA,0.352,-0.23358547655068101
56000,0.469667170953101,0.710741301059001,NA,0.352,-0.2410741301059
58000,0.488426626323752,0.726475037821483,NA,0.352,-0.23804841149773104
60000,0.502118003025719,0.7410741301059,NA,0.352,-0.238956127080181
62000,0.517019667170953,0.757261724659607,NA,0.352,-0.2402420574886539
64000,0.536081694402421,0.771633888048411,NA,0.352,-0.23555219364599
66000,0.548335854765507,0.785249621785174,NA,0.352,-0.23691376701966704
68000,0.571331316187595,0.798865355521936,NA,0.352,-0.22753403933434102
70000,0.602118003025719,0.812027231467474,NA,0.352,-0.20990922844175497
72000,0.616111951588502,0.824508320726172,NA,0.352,-0.20839636913767
74000,0.634720121028744,0.836989409984871,NA,0.352,-0.20226928895612706
76000,0.651891074130106,0.85052950075643,NA,0.352,-0.19863842662632392
78000,0.698487140695915,0.861951588502269,NA,0.352,-0.16346444780635405
80000,0.716868381240545,0.873676248108926,NA,0.352,-0.156807866868381
82000,0.729349470499244,0.885476550680787,NA,0.352,-0.15612708018154298
84000,0.741452344931921,0.896142208774584,NA,0.352,-0.15468986384266292
86000,0.757942511346445,0.905370650529501,NA,0.352,-0.14742813918305608
88000,0.777155824508321,0.913767019667171,NA,0.352,-0.13661119515885
90000,0.797957639939486,0.922617246596067,NA,0.352,-0.12465960665658105
92000,0.811497730711044,0.930257186081694,NA,0.352,-0.11875945537065002
94000,0.838048411497731,0.937821482602118,NA,0.352,-0.09977307110438693
96000,0.861043872919818,0.944931921331316,NA,0.352,-0.083888048411498
98000,0.873146747352496,0.950983358547655,NA,0.352,-0.07783661119515906
